player,batting_average,strike_rate,bowling_average,is_best_batsman
Supriyo Chakraborty,1,100,41.5,1
Gandhar Bhatawadekar,1.1875,118.75,0,1
Utkarsh Singh,1,100,15.54545455,1
Varun Sood,1.023255814,102.3255814,21.375,1
Manjot Kalra,1,100,0,1
Nazim Siddiqui,0,0,0,0
KB Panchal,0.909090909,90.90909091,0,1
Ambikeshwar Mishra,0.333333333,33.33333333,0,0
Eknath Kerkar,1.04040404,104.040404,0,1
CV Varun,0.451612903,45.16129032,30.71428571,0
G Kaltongga,0.833333333,83.33333333,0,0
J Long,0,0,23,0
ZK Shem,0.333333333,33.33333333,57,0
Fatima Sana,0.733788396,73.37883959,20.24561404,0
Rameen Shamim,0.904761905,90.47619048,24.8,1
N Shangase,0.461538462,46.15384615,27.625,0
A McDaid,0.653846154,65.38461538,0,0
KW Magee,0.428571429,42.85714286,0,0
M Commins,0.915492958,91.54929577,0,1
Harpreet Brar,1.063291139,106.3291139,27.78947368,1
Arshdeep Singh,0.87804878,87.80487805,18.27777778,0
VB Chikkannaiah,0.929460581,92.94605809,0,1
Amir Mangal,1.315789474,131.5789474,0,1
S Arachchige,0,0,7.5,0
Sahir Naqash,1.365384615,136.5384615,12.2,1
M Short,1.075,107.5,4.375,1
B Madimabe,0.142857143,14.28571429,0,0
B Gaanamong,0.315789474,31.57894737,10,0
EU Kejarukua,0.333333333,33.33333333,1.5,0
T Modise,0.404255319,40.42553191,0,0
T Shadrack,0.62962963,62.96296296,39,0
M Bosman,0.25,25,0,0
V Thari Thari,0,0,42,0
SD Pradhan,0,0,14,0
M Ochieng,0,0,9.444444444,0
M Sheriff,1,100,25,1
D Busingye,0.794326241,79.43262411,0,0
R Samson,0.5,50,13.07692308,0
T Abdulquadri,0,0,10.55555556,0
M Desmond,0.153846154,15.38461538,10.4,0
A Obulor,0.428571429,42.85714286,15.33333333,0
B Etim,0.640449438,64.04494382,14.45454545,0
S Walaza,0,0,20.5,0
NO Tindo,1,100,25,1
Zinaida Jeremiah,1,100,22,1
M Vumiliya,1.307692308,130.7692308,12.07692308,1
G Ishimwe,1.113861386,111.3861386,26.66666667,1
MD Bimenyimana,0.733333333,73.33333333,7.8,0
V Iriho,0,0,25.33333333,0
J Nyirankundineza,0.5,50,18.88888889,0
H Ishimwe,0.863157895,86.31578947,15.06666667,0
M Ndhambi,0.766666667,76.66666667,27,0
N Squire,0,0,0,0
I Muhawenimana,0,0,12.66666667,0
G Ephraim,0,0,0,0
OS Oyronke,0.153846154,15.38461538,0,0
S Agazuma,0.416666667,41.66666667,0,0
H Ayoka,0.5,50,0,0
F Fyneface,0,0,0,0
B Nwobodo,0.387096774,38.70967742,0,0
GL Mushi,1.2,120,0,1
V Mansale,0,0,9,0
Erika Oda,0.691666667,69.16666667,0,0
N Sitompul,0,0,4.4,0
NMP Suwandewi,0.44,44,26,0
NKF Rada Rani,0.25,25,36,0
K Winda Prastini,0.235294118,23.52941176,14.33333333,0
Eri Iko,0.62,62,0,0
T Hanum,0,0,5.333333333,0
Yuliana,0,0,0,0
P Haryanti,0,0,0,0
NPAN Sakarini,0.681818182,68.18181818,0,0
NM Ambo,0,0,7.857142857,0
T Wigradianti,0.5,50,0,0
Y Anggraeni,0.7,70,0,0
M Vua,0.291666667,29.16666667,7,0
I Waqavakatoga,0.375,37.5,0,0
L Vua,0.2,20,0,0
S Lomani,0.473684211,47.36842105,0,0
M Tilau,0.1875,18.75,7.333333333,0
W Ofamoli,0.52,52,0,0
M Vuruna,0.59375,59.375,0,0
S Lote,0.285714286,28.57142857,0,0
T Iosefo,0.5,50,3.5,0
LS Mulivai,0.633333333,63.33333333,40.5,0
V Tari,0.214285714,21.42857143,0,0
M Mete,0,0,9,0
N Tokizawa,0.363636364,36.36363636,8,0
L Vuadreu,0,0,4,0
A Kano,0.537037037,53.7037037,0,0
A Kanada,0.68,68,2,0
K Nanno,0.25,25,2,0
K Taniguchi,0.166666667,16.66666667,0,0
E Eduard,0,0,3.333333333,0
L Rika,0.857142857,85.71428571,0,0
FLV Pula,0.58974359,58.97435897,0,0
KML Nonu,0.8125,81.25,0,0
Naseem Shah,0.486956522,48.69565217,27.74324324,0
Mahewish Khan,0,0,7.5,0
KN Mirchandani,0.133333333,13.33333333,37.5,0
EH Rendler,0.59375,59.375,0,0
S Bhaskar,0.922222222,92.22222222,0,1
Hiba Shamshad,0,0,23,0
A Perera,0.285714286,28.57142857,25.5,0
Saniyah Zia,0,0,14.5,0
S Sriharsha,0.85472973,85.47297297,0,0
SK Chandhrasekar,0.522222222,52.22222222,0,0
C Atkins,0.5,50,0,0
U Iftikhar,1.166666667,116.6666667,33,1
G Kodali,0.3125,31.25,24.44444444,0
SL Perera,0.35,35,0,0
DK Anefie,1.456140351,145.6140351,13,1
E Isaneez,0.25,25,35,0
Ovais Yousof,0.644067797,64.40677966,0,0
VD Adewoye,0.890909091,89.09090909,29,0
AM Oyede,0.245283019,24.52830189,43,0
K Mothlhanka,0.357142857,35.71428571,0,0
T Phaswana,0,0,0,0
AS Wright,1.162162162,116.2162162,0,1
TCW Veillard,0.6,60,30,0
TCR Kimber,0.4,40,0,0
Muslim Yar,0.909090909,90.90909091,12.05,1
Zishan Shah,0.779850746,77.98507463,0,0
Delawar Khan,1.298701299,129.8701299,21.66666667,1
Walid Ghauri,0.931818182,93.18181818,32,1
JL Martel,2.166666667,216.6666667,6.333333333,1
Nazakat Ali,1.129032258,112.9032258,0,1
Khizer Ahmed,0.876923077,87.69230769,0,0
Javed Maroofkhail,0.384615385,38.46153846,0,0
KY Ottley,0.696428571,69.64285714,0,0
LS Boucher,1.009708738,100.9708738,0,1
DC Green,0.80952381,80.95238095,29,0
Ramaal Lewis,0.959183673,95.91836735,16.33333333,1
Akeem Jordan,0,0,14.25,0
RO Cato,0.714285714,71.42857143,0,0
M Deyal,1.191056911,119.1056911,18.71428571,1
KJ Cottoy,1.133333333,113.3333333,23.33333333,1
JP Greaves,0.694300518,69.43005181,14,0
J Glen,1.034482759,103.4482759,8,1
JN Hamilton,0.588235294,58.82352941,0,0
J Royal,1.75,175,14,1
Anowarul Islam,0.588235294,58.82352941,0,0
Nazril Rahman,0.857142857,85.71428571,17.22222222,0
HJ Jordaan,0.76969697,76.96969697,0,0
Fitri Sham,0.885714286,88.57142857,20.05555556,0
Mohamed Mahfooz,0.544117647,54.41176471,15.25,0
S Saeed,0,0,15.2,0
Shafraz Jaleel,0.655172414,65.51724138,0,0
Ahmed Hassan,0.623036649,62.30366492,18.66666667,0
WJ Malinda,0.235294118,23.52941176,0,0
Aminul Islam Biplob,0.8125,81.25,28.4,0
BD Glover,0.597402597,59.74025974,19.41176471,0
M Darke,1,100,0,1
HJ Darlington,1.072072072,107.2072072,16.90740741,1
T Flintoff,1.185185185,118.5185185,49.85714286,1
CL Rafferty,0,0,28,0
S Campbell,0.5,50,27.55555556,0
M Penna,1.071428571,107.1428571,27.25,1
P Litchfield,1.028103044,102.8103044,0,1
C Leeson,0.796992481,79.69924812,30.58333333,0
CG Sippel,1.1,110,26.18181818,1
J Hicks,0.714285714,71.42857143,0,0
E Iloku,0.740740741,74.07407407,0,0
C Anayo,1,100,0,1
P Alako,0.482758621,48.27586207,15,0
G Obukor,1.08974359,108.974359,0,1
M Samake,0.142857143,14.28571429,0,0
R Cisse,0,0,0,0
S Kagnassy,0,0,0,0
A Sangare,0,0,0,0
M Coulibaly,0,0,0,0
Y Sangare,0,0,0,0
A Kone,0,0,0,0
B Coulibaly,0,0,0,0
O Sow,0,0,0,0
N Traore,0,0,0,0
T Konate,0,0,0,0
Hudaa Mohamedi,0.4,40,0,0
SH Mohamedi,0.86440678,86.44067797,0,0
E Anyipo,1,100,13.88235294,1
W Kevin,0.666666667,66.66666667,0,0
S Mtae,1.013513514,101.3513514,2,1
HWA Landheer,0.5,50,17.5,0
M McColl,0.806451613,80.64516129,7.428571429,0
SR McAnanama-Brereton,0,0,7.428571429,0
CM Gough,1.013953488,101.3953488,14.18181818,1
ST Frohnmayer,0.662068966,66.20689655,27,0
EC Bargna,0,0,66,0
AM Healey,0.536585366,53.65853659,13.28571429,0
IJR Zwilling,0.55801105,55.80110497,16.64516129,0
AS van Beuge,0.269230769,26.92307692,31.16666667,0
C de Lange,0.344827586,34.48275862,26.47368421,0
MS Beresford,0,0,16.4,0
CM Scott,0.6,60,0,0
O Prendergast,1.112412178,111.2412178,21.41176471,1
F Overdijk,0.54,54,12.47619048,0
EN Lynch,0.37254902,37.25490196,17.03846154,0
K Fraser,0.835820896,83.58208955,13.41176471,0
LK Bennett,0,0,13.72727273,0
EL Watson,0.409836066,40.98360656,0,0
R Stokell,0.879120879,87.91208791,0,0
M Zwilling,0,0,2.333333333,0
TH David,1.501585289,150.1585289,33.33333333,1
MNM Aslam,0.744897959,74.48979592,13.28571429,0
Ilyas Ahmed,1,100,12,1
Nawaf Ahmed,2.5,250,22.5,1
Shiraz Khan,1.268292683,126.8292683,19.55555556,1
Meet Bhavsar,1.305084746,130.5084746,0,1
Bilal Tahir,1.395833333,139.5833333,21,1
V Baskaran,0.658227848,65.82278481,22.875,0
Jandu Hamoud,0.5,50,0,0
Musawar Shah,0,0,21.33333333,0
PRP Boissevain,0.56,56,52,0
Waheed Ahmed,0.919117647,91.91176471,48.5,1
TS Braat,1.25,125,28,1
AJ Staal,1.484848485,148.4848485,0,1
M Gilkes,0.649509804,64.95098039,0,0
H Kerr,0.728070175,72.80701754,25.06060606,0
NT Ellis,0.864628821,86.4628821,18.8,0
W Sutherland,0.669421488,66.94214876,32.96875,0
LR Morris,0.282051282,28.20512821,21.70967742,0
J Morgan,0.2,20,0,0
M Wright,0.816793893,81.67938931,0,0
Dilbar Hussain,0,0,21.23076923,0
Z Evans,0,0,28.22222222,0
S Sunday,0.728571429,72.85714286,0,0
F Eseigbe,0.266666667,26.66666667,15.42857143,0
A Ikuzwe,0.669724771,66.97247706,23,0
D Igihozo,0,0,10,0
K Abdulquadri,0.12,12,0,0
L Neil-Smith,0.309859155,30.98591549,20.57142857,0
XC Bartlett,0.846153846,84.61538462,29.07142857,0
HJ Hunt,0.459791864,45.97918638,0,0
DL Solway,0.387275242,38.7275242,0,0
BE Street,0.330481283,33.04812834,58,0
LC Hatcher,0.294117647,29.41176471,27.1875,0
EM Vines,0.163265306,16.32653061,0,0
W Parker,0.785714286,78.57142857,112,0
J Nicholas,1.023255814,102.3255814,0,1
L Ramjit,0.570093458,57.00934579,20.66666667,0
S Farooq,0.384615385,38.46153846,21.33333333,0
AG Rao,0.242424242,24.24242424,41,0
U Raymond-Hoey,0.5,50,0,0
N Ila,1,100,0,1
A Ndlovu,0.375,37.5,66,0
Seungmin Song,0,0,5.333333333,0
Mina Baek,0,0,14,0
Jiyeon Park,0,0,10.66666667,0
Hyejin Park,0,0,6,0
Seri Chang,0,0,19,0
Hiu Ying Cheung,0.5,50,0,0
Sun Meng Yao,0.588235294,58.82352941,0,0
DAP Darrell,0.780487805,78.04878049,0,0
OGL Bascome,0.747572816,74.75728155,10.125,0
MO Jones,0.780254777,78.02547771,18.35294118,0
AC Douglas,1.117977528,111.7977528,10.18181818,1
KR Ebanks,0.563829787,56.38297872,52.66666667,0
Ravinderpal Singh,1.424731183,142.4731183,0,1
P Manning,0.694029851,69.40298507,9.666666667,0
AF Ifill,0.623188406,62.31884058,27.33333333,0
GH O'Brien,0.941176471,94.11764706,23.2,1
DL Brangman,1.086956522,108.6956522,12.77777778,1
LHB Harrington-Myers,0.820512821,82.05128205,0,0
C Hauptfleisch,0.781609195,78.16091954,0,0
A Gavde,0.166666667,16.66666667,0,0
RJ Trott,0.479224377,47.92243767,12.58823529,0
Z McLaughlin,0.375,37.5,0,0
MR Montfort,0.5,50,0,0
H Thaker,0.770171149,77.01711491,21,0
B Khumalo,0.4,40,35.5,0
D Kegasitswe,0,0,49.33333333,0
Ameer Saiyed,0.8,80,99,0
B Shikongo,0.28,28,18.63157895,0
V Mbazo,0.804597701,80.45977011,0,0
A Bhagwat,0.166666667,16.66666667,0,0
Raag Kapur,1.5,150,21.5,1
Nasrulla Rana,1.222222222,122.2222222,34,1
I Pandey,0.428571429,42.85714286,0,0
MJ Fisher,0,0,30.14285714,0
JCT Boyle,1.123404255,112.3404255,0,1
MW Chu,1.102040816,110.2040816,0,1
RJ Watson,0.545454545,54.54545455,19,0
RM ter Braak,3.5,350,27,1
JD Gibson,1.25,125,29,1
FJ Colson,1.326086957,132.6086957,0,1
DN Phillips,1.282051282,128.2051282,0,1
L Delport,0.68,68,35,0
T Muller,0.75,75,13.83333333,0
CL Green,0.608695652,60.86956522,21.30769231,0
MJ Greig,0.868686869,86.86868687,67,0
MS Rees,0.666666667,66.66666667,21.5,0
MR Cowan,0.936936937,93.69369369,0,1
MJ Hansen,0.736842105,73.68421053,28.33333333,0
C Esterhuizen,0.5,50,22.33333333,0
LF Boucher,0.856164384,85.61643836,26.83333333,0
CR Sarsfield,0.666666667,66.66666667,36,0
FC Leydon-Davis,0.973214286,97.32142857,35,1
RM Burns,1.072886297,107.2886297,0,1
BG Armstrong,1.035714286,103.5714286,27.14285714,1
FC Jonas,0.25,25,17.26470588,0
A van Deventer,1.189189189,118.9189189,0,1
AT Hucker,0.87755102,87.75510204,31.66666667,0
AN Kelly,0.638392857,63.83928571,18.77777778,0
JA Simmons,0,0,32,0
BM Halliday,0.852090032,85.20900322,12.36842105,0
KG Anderson,1.110375276,111.0375276,25.5,1
GES Sullivan,0.68,68,15.5,0
OR Lobb,0.846153846,84.61538462,0,0
MJ Banks,0.764705882,76.47058824,18.33333333,0
JL Savage,0.933333333,93.33333333,19.2,1
KFG Nation,1,100,0,1
XA Jetly,1.307692308,130.7692308,15.45454545,1
LEV Hughes,0.721518987,72.15189873,0,0
AC Mace-Cochrane,0.333333333,33.33333333,0,0
DM Doughty,0,0,10.75,0
NB Cox,0.781690141,78.16901408,0,0
SR Asmussen,0.285714286,28.57142857,16.73684211,0
S Shahri,0.996666667,99.66666667,0,1
LH Heaps,0.5,50,18.85714286,0
EJ Black,1.05,105,12.85714286,1
EJ Carson,0.853658537,85.36585366,16.46875,0
IR James,0.916666667,91.66666667,0,1
GE Edge,0,0,6,0
SI Gray,2,200,0,1
Shafia Hassan,0,0,15.66666667,0
DH Sharma,0,0,14,0
Shafina Mahesh,0.531914894,53.19148936,12,0
R Butler,0.833333333,83.33333333,0,0
H Dhavina,0,0,15.8,0
SK Sonpethkar,0,0,27,0
Abid Ali,0.503512881,50.35128806,0,0
Fawad Alam,0.621139327,62.11393274,29,0
Haider Ali,1.176375405,117.6375405,0,1
C Campher,0.720347155,72.03471553,32.02564103,0
S Gajnabi,0.687002653,68.70026525,24,0
SS Grimmond,0.704402516,70.44025157,18.64285714,0
M Bhanuka,0.814285714,81.42857143,0,0
R Hekure,0.651960784,65.19607843,23.5862069,0
Junaid Siddique (2),0.811881188,81.18811881,30.54545455,0
D Ajekun,0.638554217,63.85542169,19,0
NA Greenwood,1.027542373,102.7542373,4,1
OJ Hairs,1.549019608,154.9019608,0,1
S Smith,0.555555556,55.55555556,0,0
JOA Gordon,0.322580645,32.25806452,18.85714286,0
U Aryaman Sunil,1.186868687,118.6868687,39.625,1
Gershon Yusuf,0,0,0,0
DDP D'Silva,0.578431373,57.84313725,16.8,0
Zawar Farid,0.972413793,97.24137931,20.91666667,1
C Floyd,1.105263158,110.5263158,32.5,1
Vikramjit Singh,0.738255034,73.82550336,39,0
Norwira Zazmie,0.102564103,10.25641026,80,0
Muhammad Hafiz,1,100,0,1
Owais Ahmed,0,0,31,0
Aamer Ikram,0.766666667,76.66666667,0,0
Najjam Shahzad,1.248,124.8,15.08333333,1
F Stoman,0.64,64,17.125,0
Raja Adeel,0,0,19.05,0
Arslan Ahmed,0.458333333,45.83333333,0,0
Fakhrul Mohon,0.888888889,88.88888889,20,0
E Packard,0.719298246,71.92982456,22,0
K Nestor,0.726415094,72.64150943,33.2,0
LA Collado,0.607142857,60.71428571,0,0
CJ Delany,0.814814815,81.48148148,62,0
J Perman,1.363636364,136.3636364,18.66666667,1
Tauqeer Hussain,1,100,9,1
Kushal Malla,1.205574913,120.5574913,21.875,1
D Jakiel,0,0,18.125,0
D Potgieter,1.188976378,118.8976378,22.16666667,1
MJ Ackerman,1.168674699,116.8674699,0,1
M Jansen,0.5657277,56.57276995,30.86363636,0
WB Marshall,1.101851852,110.1851852,0,1
A Mnyaka,1.166666667,116.6666667,34,1
Ainool Haqqiem,0.923076923,92.30769231,0,1
Ainool Hafizs,1.132075472,113.2075472,0,1
Zubaidi Zulkifle,1.441558442,144.1558442,0,1
Arya Sethi,0.7,70,0,0
Dikshanshu Negi,1.17721519,117.721519,24.85714286,1
DK Sharma,0,0,0,0
TM Srivastava,1.197080292,119.7080292,0,1
Cheepurapalli Stephen,0.666666667,66.66666667,7.625,0
Anshuman Gautam,0.65625,65.625,0,0
Rajesh Singh,0.942857143,94.28571429,30,1
Shasheem Rathour,0.983333333,98.33333333,18.16666667,1
Naren Reddy,1.454545455,145.4545455,13.33333333,1
Sarfaraz Ashraf,0.580645161,58.06451613,18,0
Arkaprabha Sinha,0.810526316,81.05263158,0,0
SM Singha,0.797468354,79.74683544,0,0
T Mishra,0.685782557,68.57825568,8,0
Harmeet Singh (2),1.35,135,11,1
Uvais Ahmad,1.671875,167.1875,0,1
Myendung Singpho,0.555555556,55.55555556,43,0
Rahul Dalal,1.247572816,124.7572816,0,1
Shashwat Kohli,0.728571429,72.85714286,0,0
Nikhil Chaudhary,2.307692308,230.7692308,31.33333333,1
Chengkam Sangma,0.5,50,20.2,0
RP Sharma,0.923076923,92.30769231,0,1
Kilco R Marak,0.8,80,14.54545455,0
Sujit Nayak,1.3125,131.25,21,1
Kruthik Hanagavadi,0,0,55,0
Abhay,0.071428571,7.142857143,0,0
Sumit Lama,0.333333333,33.33333333,24.5,0
Heramb Parab,1.733333333,173.3333333,20.2,1
Aditya Waghmode,1.404040404,140.4040404,0,1
Deepraj Gaonkar,1.105769231,110.5769231,46.8,1
Arjit Gupta,1.224489796,122.4489796,0,1
Rex Rajkumar,1.148514851,114.8514851,47.5,1
Nitesh Sedai,1.03960396,103.960396,61,1
T Pradeep,1.75,175,28.83333333,1
Himanshu Sangwan,2,200,47.66666667,1
Ashutosh Sharma,1.671875,167.1875,0,1
Sagar Udeshi,0,0,26.6,0
Ashith Rajiv,1.125,112.5,72.33333333,1
Santha Moorthy,0,0,11.85714286,0
Suresh Kumar,0.416666667,41.66666667,7.25,0
Ravikant Singh,0,0,15.5,0
Hrishikesh Tamuli,0.666666667,66.66666667,0,0
AN Longchar,0.214285714,21.42857143,0,0
Hokaito Zhimomi,0.784172662,78.41726619,19,0
Nagaho Chishi,0.4,40,29.33333333,0
Parth Chauhan,1.684210526,168.4210526,18,1
YV Takawale,0.824074074,82.40740741,0,0
Aditya Kaushik,1.054455446,105.4455446,0,1
Vipul Krishna,0,0,23,0
Johnson Singh,0.666666667,66.66666667,0,0
Al Bashid Muhammed,0.487179487,48.71794872,0,0
Tanveer Ul-Haq,0.692307692,69.23076923,35.2,0
Akash Singh,0.892857143,89.28571429,30.4,0
Yab Niya,0.6,60,73,0
AR Kumar,0.946902655,94.69026549,0,1
Subramanian Anand,1.083333333,108.3333333,0,1
Auqib Nabi,0.8,80,11.16666667,0
Abid Mushtaq (2),1.263157895,126.3157895,14.33333333,1
Fazil Rashid,0.375,37.5,0,0
Harshit Bisht,0.848484848,84.84848485,0,0
Pulkit Narang,0,0,40.5,0
Varun Choudhary,0,0,18.35714286,0
Pradeep Chamoli,2,200,54,1
Hardeep Singh,0.142857143,14.28571429,0,0
Arnab Nandi,1.074074074,107.4074074,78,1
Shivam Chauhan,1.308823529,130.8823529,0,1
Samarth Vyas,1.392070485,139.2070485,0,1
Karma Bhutia,0.192307692,19.23076923,0,0
Shashi Shekhar,0.333333333,33.33333333,16,0
AV Kolhar,1,100,0,1
Thomas Moirangthem,0.5,50,19.33333333,0
Karthik Raman,0,0,15.83333333,0
Abhimanyu Rana,0.992063492,99.20634921,0,1
BB Dey,0,0,63,0
Reuben Lalhruaizela,0,0,40,0
Oren Ngullie,0.173913043,17.39130435,0,0
Simarjeet Singh,0.833333333,83.33333333,19.25,0
Moakumzuk Tzudir,0.5,50,0,0
Karan Dagar,0,0,5.6,0
Ponnan Rahul,1.166666667,116.6666667,0,1
Neelambuj Vats,0.591836735,59.18367347,28,0
Mukesh Choudhary,1,100,26.71428571,1
Shivam Bhambri,1.285,128.5,0,1
Gaurav Puri,1.2,120,0,1
Jaskaran Singh,1.660714286,166.0714286,18.84210526,1
Jaskaranvir Singh Sohi,1.151515152,115.1515152,0,1
Anand Bais,1.033333333,103.3333333,0,1
Abhilash Gogoi,0.952380952,95.23809524,28,1
Parvez Aziz,0.846153846,84.61538462,0,0
Ankit Yadav,0.793103448,79.31034483,22.25,0
Chintapalli Kranthi Kumar,1.5,150,0,1
D Padikkal,1.252461952,125.2461952,0,1
DR Deshmukh,0,0,30.8,0
Akash Madhwal,0,0,21.3,0
Akshay Wadkar,1.054187192,105.4187192,0,1
Gaurav Gambhir,0.75,75,53,0
Amit Parashar,0,0,0,0
Shreshth Nirmohi,0.5,50,80,0
Yudhvir Singh,1.363636364,136.3636364,32.25,1
Agniv Pan,0.622222222,62.22222222,0,0
Benoy Upreti,0.363636364,36.36363636,0,0
Vivekanand Tiwari,2,200,13.33333333,1
Dinesh Rai,0.517241379,51.72413793,0,0
Jahan Uddin,0.368421053,36.84210526,0,0
Padam Limboo,0.727272727,72.72727273,0,0
Manish Golamaru,0,0,21.33333333,0
Anirudh Kanwar,0,0,35.5,0
Dinesh Mor,0.571428571,57.14285714,0,0
Vikrant Rajput,1.106666667,110.6666667,0,1
M Ahmed,1.32,132,0,1
DB Das,1.056074766,105.6074766,0,1
Prabesh Gurung,0.25,25,0,0
Anil Subba,0,0,0,0
Kunal Dabas,0.802197802,80.21978022,0,0
BA Pathan,0,0,17.6,0
B Rahman,0.392857143,39.28571429,0,0
G Periyaswamy,0,0,13.5,0
Henry Renthlei,0.25,25,31,0
Roshan Alam,1.066666667,106.6666667,24.83333333,1
Tejosel Yiethun,0.666666667,66.66666667,0,0
Shanu Saini,0.5,50,14,0
Ajay Dev Goud,0,0,3.75,0
Suraj Tayam,0.4,40,0,0
V Pratap Singh,0.142857143,14.28571429,23.85714286,0
Saransh Jain,0.703703704,70.37037037,0,0
Gaurav Yadav,1.666666667,166.6666667,7,1
Prabin Luha,0.142857143,14.28571429,0,0
Abhijeet Saket,0,0,8,0
RG More,1.444444444,144.4444444,22.88888889,1
Sabin Chettri,0.6,60,0,0
V M Jivrajani,0,0,8.5,0
Karanveer Singh,0,0,23,0
Mrinmoy Dutta,0,0,21.375,0
Sonu Singh,0.5,50,16.6,0
M Siddharth,0,0,5.666666667,0
Dhruv Patel,0.980769231,98.07692308,66,1
Anmol Malhotra,0.636363636,63.63636364,0,0
Sumit Kumar (2),0.888888889,88.88888889,0,0
JH Saroha,0.5,50,0,0
V Aravind,0.8259362,82.59361997,0,0
CAH Stevenson,0.829268293,82.92682927,24.41176471,0
Basil Hameed,0.74554295,74.55429498,15,0
KP Meiyappan,0.482517483,48.25174825,24.875,0
Akshay Homraj,0.747191011,74.71910112,0,0
SW Currie,0.647058824,64.70588235,16.05263158,0
JPA Taylor,0.356321839,35.63218391,25.9,0
D Moriarty,0.482142857,48.21428571,29.7,0
AAP Atkinson,0.724137931,72.4137931,14.10526316,0
TW Hartley,0.538243626,53.82436261,35.03846154,0
MA Cohen,0.393617021,39.36170213,34.375,0
ORT Sale,0.5,50,55.66666667,0
E Barnes,0.472891566,47.28915663,38.03125,0
GCH Hill,0.516831683,51.68316832,20.88461538,0
LBK Hollman,0.7348378,73.48377997,40.92857143,0
DR Mousley,0.854897219,85.48972189,23.75,0
JLB Davies,0.710970464,71.09704641,0,0
CG Harrison,1.363636364,136.3636364,30.28571429,1
JH Plom,0.852941176,85.29411765,33.25,0
NR Welch,0.955284553,95.52845528,0,1
JH Wharton,0.492063492,49.20634921,0,0
WCF Smeed,1.382289417,138.2289417,0,1
LP Goldsworthy,0.609536082,60.95360825,40.15384615,0
JB Cracknell,1.218009479,121.8009479,0,1
GID Lavelle,0.704,70.4,0,0
BD Guest,0.603937008,60.39370079,0,0
TN Walallawita,0.92,92,43.27272727,1
TA Wood,0.899696049,89.96960486,0,0
RJ Das,1.157360406,115.7360406,0,1
FIN Khushi,0.878070974,87.80709736,0,0
Nasum Ahmed,1.032608696,103.2608696,28.03333333,1
Rishad Hossain,1,100,0,1
Delwar Hossain,0.75,75,28,0
Hasan Mahmud,0.357142857,35.71428571,21.65,0
Salauddin Sakil,0,0,27,0
Sumon Khan,0,0,85,0
Mukidul Islam,2,200,18.33333333,1
Rubel Mia,0.847826087,84.7826087,0,0
Ifran Hossain,0,0,38,0
Kaynat Hafeez,0.666666667,66.66666667,0,0
K Dorji,0,0,22,0
L Shafeeg,1.181818182,118.1818182,20.33333333,1
K Loday,0,0,0,0
U Dorji,1.333333333,133.3333333,0,1
K Nima,0.666666667,66.66666667,0,0
Mohamed Azzam,0.6,60,0,0
Nazwan Ismail,1,100,0,1
Zoona Mariyam,0,0,0,0
Aima Aishath,0.037037037,3.703703704,0,0
SC Kumari,0,0,8.5,0
Hamza Niyaz,0.642857143,64.28571429,0,0
Sajaa Fathimath,0,0,0,0
Shaffaa Saleem,0,0,0,0
Shamma Ali,0,0,18,0
Hafsaa Abdhulla,0.222222222,22.22222222,0,0
Anjali Chand,0,0,0,0
MM Chaudhary,0.515463918,51.54639175,0,0
Rabeya Khan,0.444444444,44.44444444,9.375,0
S Khatiwada,0,0,1,0
Maaha Naseer,0,0,0,0
ME Sanuth,0,0,60,0
JI de Villiers,0,0,0,0
Akif Javed,0,0,54.25,0
Abdul Nasir,0,0,41,0
Mohammad Mohsin,0,0,35,0
Mohammad Amir Khan,0.7,70,29.5,0
Zeeshan Ashraf,1.259541985,125.9541985,0,1
Faizan Khan,0,0,0,0
Ahmed Safi Abdullah,0.2,20,27,0
Maaz Khan,0,0,35.5,0
Muhammad Faizan,0.363636364,36.36363636,40,0
Raja Farzan,0,0,14.5,0
Zahid Mahmood,0.75,75,39.8,0
Arshad Iqbal,0.5,50,15.93333333,0
Rohail Nazir,1.323076923,132.3076923,0,1
Mohammad Imran,1.857142857,185.7142857,57,1
KT Kasuza,0.302941176,30.29411765,0,0
VM Nyauchi,0.5,50,42.69230769,0
Saif Hassan,0.655737705,65.57377049,0,0
CK Tshuma,0,0,82,0
W Madhevere,0.994680851,99.46808511,32.375,1
S Nair,0,0,19.33333333,0
Y Verma,1.454545455,145.4545455,58,1
B Shetty,0.597826087,59.7826087,44,0
PE Mendonca,0.956043956,95.6043956,58.5,1
V Jesrani,0.481012658,48.10126582,0,0
A Doddaballapur,0.774566474,77.4566474,4.3,0
Javed Hira,0.538461538,53.84615385,0,0
Fiza,0.722772277,72.27722772,0,0
SV Shetty,0.80952381,80.95238095,0,0
N Jagadish,0.461538462,46.15384615,12,0
S Meyenborg,0,0,4.25,0
Javed Hina,0.35,35,0,0
A Bierwisch,0.282608696,28.26086957,8,0
K Vijayaraghavan,0.590361446,59.03614458,0,0
Sani E Zehra,0,0,23,0
SP Khakurel,0.741935484,74.19354839,0,0
KS Airee,1.111111111,111.1111111,29.85714286,1
Aftab Hussain,0,0,13.21428571,0
BV Save,0.941176471,94.11764706,0,1
IGTR Kumara,0.25,25,0,0
Mohammad Ayaz,0,0,0,0
Abdul Wahid,0,0,5.375,0
A Sharafu,0.682656827,68.26568266,0,0
Adil Butt,0,0,26,0
Ansh Tandon,0.888888889,88.88888889,0,0
I Liyanage,0.614942529,61.49425287,0,0
